	GSM330151.CEL	GSM330153.CEL	GSM330154.CEL	GSM330157.CEL	GSM330171.CEL	GSM330174.CEL	GSM330178.CEL	GSM330182.CEL	GSM330185.CEL	GSM330186.CEL	GSM330195.CEL	GSM330201.CEL	GSM330532.CEL	GSM330546.CEL	GSM330559.CEL	GSM330566.CEL	GSM330571.CEL	GSM330574.CEL	GSM330580.CEL	GSM330584.CEL	GSM330593.CEL	GSM330603.CEL	GSM330611.CEL	GSM330612.CEL	GSM330933.CEL	GSM330934.CEL	GSM330969.CEL	GSM330979.CEL	GSM330980.CEL	GSM330982.CEL	GSM330987.CEL	GSM330999.CEL	GSM331004.CEL	GSM331009.CEL	GSM331037.CEL	GSM331048.CEL	GSM331377.CEL	GSM331378.CEL	GSM331381.CEL	GSM331382.CEL	GSM331383.CEL	GSM331386.CEL	GSM331387.CEL	GSM331388.CEL	GSM331389.CEL	GSM331390.CEL	GSM331392.CEL	GSM331393.CEL	GSM331660.CEL	GSM331661.CEL	GSM331663.CEL	GSM331666.CEL	GSM331668.CEL	GSM331670.CEL	GSM331671.CEL	GSM331672.CEL	GSM331673.CEL	GSM331674.CEL	GSM331675.CEL	GSM331677.CEL
ENSG00000001460	4.83133668704985	5.51852847288793	5.00512817463683	5.03508290031953	4.93612918948229	4.65857759818479	5.13179013950929	4.99214091135291	4.84348292498468	5.34323743155396	4.91461790264715	4.60382750509446	4.82327492859185	5.0985809295192	4.55236211048067	5.34983398297906	4.46919522464186	4.76556042524682	5.17337803367967	4.64240971128987	5.27800586794994	4.68969291020473	4.57143488375296	4.96817368751271	5.03505239181183	5.13487992894611	5.36193609547793	4.7643678741769	4.83661864765535	4.87880590768982	4.95624971530936	4.75472826803962	4.94733790588465	5.11152354885777	4.69465479709977	5.08270270660205	4.92963978635996	4.95257644558896	5.01443760021425	5.0132760237806	4.85725274940664	4.573255951917	4.49628006637586	4.57087716699273	4.79308915806791	4.90037055367688	5.63735859249323	4.8313815698726	4.86221267130951	4.81488645330231	4.49710653604114	5.22989587873919	4.76491426454559	4.71694091499175	4.60430625485142	4.69889851883894	5.17101203783247	4.44520307106338	4.8119376547357	4.81802308524412
ENSG00000001461	5.00833681311184	5.54072443033738	5.59884298572797	5.92191127123056	5.16140925635783	5.66299268129774	5.2632651936574	5.73707109517183	5.12969751950468	5.35690013140263	5.58344132148595	5.26084542896757	5.9213354576448	5.82632828816486	5.68056214794342	5.75689657489532	5.24448280645814	5.07581574708808	5.59299846047952	6.14389411657831	5.48258206148058	5.64435215839368	5.32216175866295	5.11166812813461	5.66525953448324	5.16929839506874	5.51278611418936	5.94313765651027	5.41918722766604	5.33071856375529	5.11119081055528	5.33154997093368	5.88491589875566	5.02950765388195	5.23198753131824	5.49265406324408	5.25261782898753	5.44844793117422	5.42859312227576	5.11520137038832	5.36832470204221	5.7438537994894	5.28449838698216	5.29107541670208	5.36085985555654	5.64157374297012	5.65050518001322	5.4798065907029	5.29645634194076	5.61730547481723	5.39342423850287	5.2752046876739	5.45401074978609	5.2028514712562	5.11267971327512	6.05332560224119	5.32119154956783	5.34706635900397	5.87113426065772	5.51373036450022
ENSG00000001497	7.64107487995827	7.35729443623827	7.7045004372414	7.53659304181131	7.35644458398145	7.61004240141308	7.58451816097135	7.8253777222014	7.67322258362213	7.88694371696844	7.40904565802445	7.77642017302888	7.88586574130749	7.03738993961177	7.19242728726748	7.97233453530841	7.35743247071978	7.52033436309593	7.24883906240362	7.49435436806155	7.5152732481949	7.11983483082808	7.33948341151751	7.21963097197748	7.82380866795187	7.23345841582537	7.10533318611143	7.60302022536217	7.39910307027742	7.16030808726356	7.45536469793607	7.22901557297092	7.53466351254971	7.49299487409208	7.46316246674635	7.23198655439747	7.19636343737759	7.11154868877679	6.96996619435184	6.84939913570554	6.7814148447272	7.21559732254922	6.79852234951845	6.8313761912467	7.09072964632141	6.84625003742484	6.63324616218928	6.88750636674348	6.85868271133322	7.30976675091613	6.90447915676757	7.07684354592192	7.26624601002125	7.20177418787302	7.02811208505836	7.26019859820198	7.1383577415263	6.76392223421008	7.1707401354754	6.94819206765172
ENSG00000001561	7.11500063966143	3.91886655623294	6.47128964966344	3.80837827210473	4.05624729439579	4.00762264154096	6.0768226648717	4.24791403817345	5.52841582237127	3.56504595769786	5.38875733967858	6.10776373630329	6.05048567246746	5.10161236392252	5.92052615060205	6.13761528862797	8.38611444103805	4.01340894993287	5.8606842963959	6.00836605674829	4.60131016663254	6.24729728575001	6.64653460786678	6.73596103446432	6.19774650244816	5.89706121287082	5.95388756397075	6.27956406496077	7.10629995732248	6.16119553494621	7.79226862049225	6.99253138642958	6.78582273979571	7.34619722329353	6.80319841048376	6.82578182972051	7.83777121250517	7.76483021451311	7.80101126316499	7.80211569793344	9.04071566130479	9.05783949468551	9.20421394864288	6.68147222363171	5.51190211589981	8.3104745336206	6.06461846902274	7.42269604336976	8.68172447227386	7.73711553996978	8.42512600007345	7.99267174828731	8.05332264571384	6.92758506743865	8.28090329123278	7.25938741939872	8.23708987397897	8.3928762773393	7.51483522252355	7.74637095499606
ENSG00000001617	5.57491015898429	5.50265971191612	5.15194848940545	5.04317968659421	5.49151554051363	5.23814675134745	5.13879460180097	5.04173552797996	5.75547371327118	5.76151032357498	4.93957033493665	5.85434276291314	5.09947028796956	5.07684979545339	4.9717084592516	6.18736207117797	5.30667204317809	5.88483882653502	5.84214333584959	4.88303330825841	5.46745005709282	5.09881445379229	5.51880353753411	5.89485786568282	4.99142271077885	5.67970540150699	5.66268099723125	5.119540039837	5.3957330759203	5.35546759585611	5.50509845449268	4.97794144112932	4.90709041911831	5.52189349562295	5.11387978326001	5.0709854573893	5.23632331807843	5.29182412884066	5.41811867557018	5.22506827847903	5.42546415687227	4.96592168992111	5.42821620441827	5.3958302956368	5.599803635281	4.97550101800305	5.88579728575014	5.12273255194075	5.00726643162805	4.89514528686036	4.89147075407285	5.08474522172785	5.33093359559095	4.77410089197464	5.12176279137866	4.98423532693962	5.15362128511505	5.04943475545501	5.01898864130674	4.87938256097525
ENSG00000001626	3.16082441249732	3.12048459679618	3.1007769783527	3.02509744663312	3.10502481549253	3.04447959677466	3.32951338268532	2.98015629368078	3.24987225626073	3.08022843397843	3.05946180513635	3.05481613412021	3.22771079151487	3.16719701125465	3.04819551755836	3.06986283790054	3.0597279967982	3.07328640242419	3.40229152306738	2.97130878959834	3.15772205569418	3.02164639702678	3.16014874786058	3.07287706498305	3.16569760510566	3.13096443083711	3.11932199099079	3.14890601841199	3.07560885767877	3.16754021998478	3.14273858788281	3.08569259816223	2.97735177951395	3.17300306630512	3.14786601773182	3.19779172498217	3.10653569488413	3.04891558060385	3.10787590993248	3.12290258037268	3.11398316043578	3.09171112535634	3.2066447666147	3.25299784027444	3.37756230577513	3.05751652901393	3.33167377588659	3.09695784131543	2.96846369504336	3.06314359274512	2.99080880571722	3.14857569353314	3.1059462342816	3.08239660278312	3.08177479943983	3.005467379767	3.03551227866872	3.19816189882513	3.03975339829015	2.98663428015795
ENSG00000001629	7.13876690974651	6.96163716529133	7.68434082703806	7.59592555687034	6.7033956497607	7.86920892067725	5.99811050182264	7.79551191197141	7.15223283573159	7.44435028291059	8.04660523240966	6.94987322693503	6.99180221585922	7.39145014586659	6.9756257510805	7.10478491644234	5.41845822857016	6.80419178804963	5.33610325854151	7.68225724902691	6.96471317523783	7.12527627967112	4.90966590138643	5.9921790141506	8.45360099682732	5.87305377009276	5.96041857901533	8.1724809837914	6.82859141631079	6.8127819024552	7.6416470371125	7.90280625759755	8.23791528703633	6.76548463371318	7.85810195917318	7.65708681884208	5.50703333367615	6.38844571158838	4.89549003970551	6.68135481350785	6.24543559022561	6.27862120096622	5.01816221153593	6.3317847060631	4.8084358506392	7.01790480000918	4.90937355975254	6.36731582613255	6.14440587007001	7.19366409175182	7.07254851995715	6.24050968759984	5.78166870674877	6.91398874459129	5.7584510537773	7.38552884506841	6.82114789739302	5.96138087989078	7.54476415123121	6.99025006119864
ENSG00000001630	8.14735430366578	5.58677631557071	7.5818860527392	7.77308813635532	5.72027428497529	7.31988012952339	7.72470498493137	7.96477881266053	6.46601622145027	7.70369463361694	6.72468027093619	6.25365795620895	7.00749530848651	5.42222314340436	7.68202157036536	6.9272803374833	7.90592329097612	9.33100392152365	6.19074410504802	9.06297922790014	8.45392693443577	7.3477660259604	6.87721839893226	6.17314078172353	5.89257907550019	7.05619737168663	5.24081071190626	5.71763225162619	9.40298284292429	7.836914260153	7.71139332859108	8.04888274015679	7.54105441155897	7.99951380545606	8.88049870480205	6.98618320074284	7.57862460028937	7.27700897440985	8.67576982207248	8.2468128410558	7.91915486172494	7.62822392467534	8.1964843257482	7.38360002554004	7.38266189528026	7.52525166331575	5.83244258814996	6.95394760192048	7.93557104754313	6.2239572473323	7.31938470376172	7.27209436825209	7.35268266333722	7.14264382583474	6.93368329058365	6.31980082964532	5.95087674474128	6.62070862572123	6.57582480990146	6.17516577060169
ENSG00000001631	4.11125826751016	4.0178669055377	5.19728811247287	6.1818117772874	4.40579766308032	5.20084449620825	4.28475789884879	5.42267710284807	4.52974183433082	4.80570337930842	6.22790402972908	5.6212431628759	5.56669710134003	5.45834060446265	5.12953200140668	4.94427381763487	4.00769937114902	5.7838074712232	3.70027415472553	5.65618469314881	4.3120021674364	5.45414337942349	3.95155812506847	4.29337148067653	6.74063134007465	3.80875908067644	4.17983972013862	6.32016369480844	4.77572966691123	4.4387414068806	4.77731714952019	5.62568646898372	5.59589172532245	4.17277942794091	5.3354597520975	5.45659305030604	4.06367871563108	4.34843952802671	3.7742628472511	4.68234390855633	4.14245592617382	4.52279293003528	3.90038535982023	4.34506906151247	3.75680628761482	5.08308636983201	4.03107444718462	4.73823908417638	4.75852776472561	5.49164373674324	5.02780021687906	5.12163526504075	4.23096280181728	5.13881074176128	4.33180566167805	5.73400115244254	4.86631072576227	4.2125018543688	5.81071355929278	5.57691119029402
ENSG00000002016	4.52152227683569	4.00066382692577	5.01073730261587	4.9464511901763	4.57193389728437	4.85906053124868	4.78908920982897	5.18102087649526	4.77313204164584	4.95672568358667	5.15881171784665	4.47005120339103	4.50201951713121	4.34979059299106	3.89497583337329	3.79948189633266	4.00430685624553	3.88447362168242	4.49291010855814	4.80623554812589	4.03263651817864	4.11573059198118	3.84926894432677	4.40177404018021	4.30254128863365	4.20862771977229	4.89954485382493	4.20751509624053	3.88214919756985	4.41877194394845	4.05893853287533	4.46700659125204	4.44844779640359	4.0708922662769	4.12280133960432	4.28666686496427	3.87450977203435	3.86242821633126	3.94024897832545	4.03111215454163	3.77083154823221	3.70817778153415	3.97003810130959	3.77746907984587	3.99670844012342	4.0209023910509	4.10663922931786	4.05066422014803	4.17712989583809	4.12149277863973	3.94178344265216	4.07208742264033	3.89270246668455	3.74625520031536	3.72009285483376	4.24863112595691	4.15186977175856	3.88677528984247	4.2372981562734	3.94470099257896
ENSG00000002330	5.82511622207159	5.78776775919981	6.02446567316444	6.03315282515109	5.89641641816373	5.38388171761115	5.9857520509107	6.27662635156904	6.31596979589013	6.65999640542216	5.28043760149257	5.7472173469748	5.65814007030525	5.62759082645441	6.18912455618412	5.53850177214727	5.14361200776684	5.9063760685472	5.36179571406996	5.40089891961571	6.07356669273951	6.19541248549163	7.31283033406834	5.92838572352308	5.87007890354859	5.55755580487296	5.54228192364473	6.23246978985371	5.68338125363941	5.7566149315744	4.9616886547297	5.74871535430674	6.12872622305142	5.28627664701019	5.67060989997809	6.21361308500967	6.53686277533983	5.94735606758559	6.6782602013325	6.08701123179264	6.16800787824239	6.12394494130138	5.50164906005445	6.30511773772191	6.41475570163118	6.26902052444096	5.2020444827055	6.27862324585057	6.35374581179992	5.99537502029899	6.34709633857881	6.33088860492201	6.40095285008778	5.78848342303301	5.43613556027688	5.69225959617842	5.35931502044227	5.0805276145574	5.85212449647784	6.38415866950441
ENSG00000002549	8.799763091422	9.38200047883537	9.3481012134442	9.15024628025147	8.51647038763744	9.49836333378113	9.82175942297918	9.38924138721977	9.13653576744274	9.22726114837361	9.575165532857	8.70458412304783	8.40572567417513	8.1686037886853	9.80288678515826	7.2134228293633	9.11881353979011	8.19164129521888	9.58124734278676	9.27533644432108	9.31021311251895	9.55077531813735	8.30316504430382	7.8751562346226	8.60779288826489	7.97113916947309	7.61344692891574	8.50643192935003	8.399361847451	8.1339907750825	7.42620655900358	7.47985648395779	8.24109339062345	8.3023039387178	8.73198720880058	7.45516806050756	8.22558063629175	8.18573179156824	8.63803957697869	8.00468271510233	7.94997444797946	8.67637342570366	8.38179597511995	8.13197279194217	7.90070052618263	8.3215599788907	6.20794273043371	7.67619506140828	8.11331032968866	9.13499844533074	8.86749443511345	7.72254527688318	9.06723312069322	9.47897017018481	9.26557548368146	9.14643234316872	8.24629656471499	8.51318168932467	8.5802197190127	8.88174129592832
ENSG00000002586	11.2851817710568	10.5326893558142	7.96671571579887	9.1355936786707	10.2450987271452	12.1249739122494	11.0677285764619	11.3388848815373	10.4046479103763	10.4666308313786	8.28783578105658	9.09304331487887	10.1121586376064	10.5019745755254	10.0407141127191	10.8555303703612	9.95654682592584	11.2032989843915	8.23686953795167	9.41020671858971	10.6048672541006	10.0892080378021	10.1927022754132	12.1226169320976	10.3568515958354	8.37315063906727	8.29121853663295	9.90724451288321	9.25017026804145	9.53317796950677	9.70676039617656	9.64227521152941	9.86796509586547	9.11305630812412	9.89930209262149	9.73234306908525	8.23080616927637	7.90824719981628	8.98435788066294	7.71744360820015	7.35611325718745	8.88120049533876	8.3183549098991	8.0363300975167	8.25505266932374	7.59021818003415	7.92940418270614	7.55685134474556	8.88203057116864	9.17894658563338	9.11339759030121	8.84462196569919	8.96190324496492	8.77584797837319	9.25080597940263	9.35855290699124	8.90472410248172	9.11609436238081	9.6490403391316	9.29879517778141
ENSG00000002587	3.59049425531013	4.08261354962036	3.7395102044535	3.531398128933	4.0303624213987	3.95484097179307	3.66577591153775	3.82333325486984	4.22959776462447	3.71827940512211	3.8904319767378	4.77326239508478	4.32001021583357	3.70079680730968	3.76009733117401	4.1671170545457	3.76058461830505	3.74341900807155	3.73082891529886	4.46771507580778	5.3612374729912	3.30720167607844	5.11635607951897	3.76738512141726	7.51799400985926	5.24107279727815	5.41001762677655	7.31137405829895	3.87197804987772	4.16071935884441	5.95364410991698	6.07027569430748	6.79220821318936	6.38340244268744	4.9393630248769	4.42110567443036	3.83408614118354	3.67316955227205	3.71539494940926	3.74209981193387	3.92938559004879	3.59461427256749	3.82251726691949	3.7444766838823	3.92974823408931	3.51029571534692	3.75357555695117	3.88479922783052	3.61650552161788	3.70553579786329	3.80839286961635	3.71763559520923	4.05428297613654	4.07859399949991	4.18156081833678	3.96699770941671	3.56247515857775	3.591017499849	3.96685792029625	4.04057535740048
ENSG00000002726	3.30254091792143	4.25426940179566	3.34759382070759	3.24416015238649	3.41670376780121	3.51653214121959	3.81824908200403	3.4364482093938	3.66903542633387	3.48276610407339	3.29482408293713	3.51123983919266	4.08687858773479	4.48666353409249	4.39405879331416	3.5054059789502	3.9023500295778	3.14470629866505	3.68094567108722	3.4908815918656	3.84916207429826	6.47733786169347	3.50475229303107	3.72345190020473	3.30541775815103	3.61363867817762	3.88867159267879	3.33277631970448	3.58273054072624	3.5504149972777	3.73095131553584	3.52151946727119	3.436032745515	3.69040715630241	3.3353038330647	3.64934057502466	7.05349107893609	7.04703723503283	4.04883704403222	4.61475211452224	6.06751580150496	7.85446980448407	6.81029418265306	5.45687204237193	6.41391752593753	8.63897300328762	4.00723139790362	9.21704850856735	3.90159871534337	3.96028545786285	5.31536072338411	3.88212697816561	4.17615482085411	3.77512125431867	4.12313136111335	3.72825477226882	5.19367637668865	5.37130011228926	4.05266815726965	3.89048204359007
ENSG00000002745	3.06530807914385	3.09609747427284	3.15867537183253	3.19262292865203	3.39228277755471	3.31677381224207	3.14893341231395	3.33088819282503	3.03844592002528	3.4106271892767	3.03995281004718	3.18528738443617	3.06943134204464	3.23542557795136	2.95260360287497	3.25439808510427	3.0630133829639	2.95933792160844	3.52726311375312	2.95670247341754	3.08003358613458	2.96131325386317	3.62781202265339	3.38864246403726	4.02622962784472	3.48392983745046	3.30212496796382	3.87023634078173	5.0154969059766	3.2590981070485	3.37750625124191	3.76098924028989	4.07031577588887	3.44529509467184	3.3662074403734	3.4087387821034	3.20596208471578	3.15595360370822	2.9863826004654	3.20079102520269	3.18191221609965	3.02328877280238	3.14314975273566	3.17733046316171	3.1489301399085	3.03138662935234	3.65989777923165	3.05645805394259	3.28900478633747	2.94159189599345	3.08984003429904	3.10764180562139	3.04728940218163	3.08007687607031	3.01957451874879	3.07640966858003	3.05518617262617	3.24819638722298	3.08109230725382	3.16070759856818
